TARIFF,EFF_DATE,CHANGE,SUB_CHAP,DESC1,DESC2,DESC3,FOOTNOTE,UOM,MFN,AUT,NZT,CCCT,LDCT,GPT,UST,MXT,CIAT,CT,CRT,IT,NT,SLT,PT,COLT,JT,PAT,HNT,KRT,CEUT,CPTPT,UKT,row_id,UAT,General Tariff
"9970.00.00","04/01/21 00:00:00",0,,"Dredges, barges, tugs, scows, motor vessels, materials and supplies, other than items of a personal nature, for use in the maintenance of the navigational channels in the international section of the St. Lawrence Seaway.",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",51699,"Free","35%"
"9971.00.00","04/01/21 00:00:00",0,,"Cruise ships, excursion boats, ferry-boats, cargo ships, barges and similar vessels for the transport of persons or goods, of heading 89.01; Fishing vessels, factory ships and other vessels for processing or preserving fishery products, of a registered length not exceeding 30.5 m, of heading 89.02; Tugs and pusher craft of heading 89.04; Light-vessels, fire-floats, dredgers, floating cranes and other vessels the navigability of which is subsidiary to their main function, floating docks or floating or submersible drilling or production platforms of heading 89.05;All the foregoing, regardless of the country of origin or tariff treatment, returned to Canada after having been exported to one of the countries listed below for repair or alteration in that country.Countries:ChileColombiaCosta RicaCPTPP Country
CUKTCA beneficiaryan EU country or other CETA beneficiaryHondurasIcelandIsrael or another CIFTA beneficiaryJordanKoreaLiechtensteinMexicoNorwayPanamaPeruSwitzerlandUnited StatesNote 1:The Canada-European Union Tariff, Iceland Tariff, Korea Tariff, Norway Tariff and Switzerland-Liechtenstein Tariff, United Kingdom Tariff and the CPTPP tariff rate of customs duty applicable to goods classified under this tariff item shall be, in respect of the value of the repair or alteration to the goods carried out only in an EU country or other CETA beneficiary, Iceland, Korea, Norway, Switzerland or Liechtenstein, a CUKTCA beneficiary, or a CPTPP country, respectively, determined under section 87 of this Act, in accordance with their classification in Chapters 1 to 97.
",,,,,"N/A",,,,,,"Free","Free","Free","Free","Free","See Note 1 Free","See Note 1 Free","See Note 1 Free","Free","Free","Free","Free","Free","Free","Free",,"See Note 1 Free",51700,,"35%"
"9972.00.00","04/01/21 00:00:00",0,,"Articles for use in the manufacture of personal watercraft, of an overall length not exceeding 5 m, inboard, water-jet driven, designed to be operated in a sitting on, standing or kneeling position, rather than sitting in as in conventional vessels.",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",51701,"Free","35%"
"9973.00.00","04/01/21 00:00:00",0,,"Articles and materials, excluding anti-freezing preparations of heading 38.20, for use in the manufacture of three-wheeled motorcycles and their trailers.",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",51702,"Free","35%"
"9974.00.00","04/01/21 00:00:00",0,,"The following for use in the manufacture of subway cars:
Battery boxes;
Battery intercells and sensors;
Breakers;
Cab interiors;
Ceiling panels;
Connectors;
Copper bus bars;
Ducting and tubing hoses;
End cap assemblies;
Floor panels;
Gangways;
Interior trim;
Relays;
Stanchions and handholds;
Train Information Monitoring System (TIMS)",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",51703,"Free","35%"
"9975.00.00","04/01/21 00:00:00",0,,"The following for use in the manufacture or repair, overhaul or restoration of light rail vehicles, streetcars and subway cars for use by urban transit authorities:
Air couplings;
Anti vibration mountings;
Battery chargers;
Draft grease gear;
Electrical connectors;
Faston connectors;
Fuse 170A, 1kV;
Mount chevron springs;
Nipples;
Pantograph containers;
Plastic silicon elbow hoses;
Plastic trough for laying cables;
Positive switching regulators;
Rotating hook plate and coupling devices;
Screws (M5X20);
Steel wheels;
Switchgear assemblies;
Vehicle batteries;
Woven upholstery fabric of subheading 5801.10",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",51704,"Free","35%"
"9976.00.00","04/01/21 00:00:00",0,,"Articles and materials, wholly or in chief part of metal, for use in the manufacture of gas turbines or parts thereof;
Articles for use in the repair or overhaul of gas turbines or parts thereof",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",51705,"Free","35%"
"9977.00.00","04/01/21 00:00:00",0,,"Articles for use in the following:
Apparatus based on the use of X-rays or of alpha, beta or gamma radiations, whether or not for medical, surgical, dental or veterinary uses, including radiography or radiotherapy apparatus, X-ray tubes and other X-ray generators, high tension generators, control panels and desks, screens, examination or treatment tables, chairs and the like;
Dentists' or chiropodists' chairs and parts thereof;
Electro-mechanical chiropractic tables and parts thereof;
Instruments and appliances used in medical, surgical, dental or veterinary sciences, including scintigraphic apparatus, other electro-medical apparatus and sight-testing instruments;
Medical or surgical sterilizers;
Ozone therapy, aerosol therapy, artificial respiration or other therapeutic respiration apparatus;
Pacemakers for stimulating heart muscles.",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",51706,"Free","35%"
"9978.00.00","04/01/21 00:00:00",0,,"Articles and materials for use in the manufacture of the following: 

Apparatus and parts thereof of heading 90.22;
Clinical thermometers and parts thereof;
Incontinent briefs, underpants, panties, napkins (diapers), napkin (diaper) liners and similar sanitary articles, designed to be worn by persons, excluding those of a kind for babies;
Instruments, appliances and parts thereof of heading 90.18;
Microscopes and parts thereof;
Microtomes, including parts or accessories thereof;
Operating tables or oscillating beds, and parts thereof;
Orthopaedic appliances;
Oxygen therapy apparatus;
Prepared surgical sutures;
Pressure-gradient elastic supports (made to order for an individual in accordance with the written prescription of a registered health professional), canes, and patient lifters and parts thereof, for the use of a person with disabilities or of a public hospital;
Sterilizers and parts thereof;
X-ray film.",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",51707,"Free","35%"
"9979.00.00","04/01/21 00:00:00",0,,"Goods specifically designed to alleviate the specific effects of a disability, and articles and materials for use in such goods.
",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",51709,"Free","35%"
"9982.00.00","04/01/21 00:00:00",0,,"Defence supplies, as defined in the Defence Production Act, covered by a contract, the total value of which is $250,000 or more, certified by the Minister of Public Works and Government Services that the goods supplied under the contract are defence supplies;
Articles and materials, imported by persons carrying on business in Canada whom the Canadian Commercial Corporation verifies as having been awarded contracts or sub-contracts under defence production and development sharing arrangements between the Governments of Canada and the United States, for use in the development or production of goods, or for incorporation into goods, all for agencies of the Government of the United States in connection with such contracts or sub-contracts.",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",51710,"Free","35%"
"9984.00.00","10/11/23 00:00:00",0,,"Goods certified by the Canadian Olympic Committee as complying with the international competition standards applicable to the sport for which the goods are designed and as being required by an athlete exclusively for the purpose of training for or competing in an amateur competition of international calibre, including goods for testing athletes for doping control purposes, on condition that the goods are not sold or otherwise disposed of within two years of importation, unless sold or otherwise disposed of to persons who are entitled to import goods under this tariff item.",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",51711,"Free","35%"
"9985.00","01/01/19 00:00:00",0,,"Clerical or ecclesiastical garments, vestments or accessories (including footwear and headgear) and parts thereof of Chapter 61, 62, 64 or 65; furnishing articles of Chapter 63 for decorating religious buildings.",,,,,,,,,,,,,,,,,,,,,,,,,,,,51712,,
"9985.00.00","04/01/21 00:00:00",0,,"Clerical or ecclesiastical garments, vestments or accessories (including footwear and headgear) and parts thereof of Chapter 61, 62, 64 or 65; furnishing articles of Chapter 63 for decorating religious buildings.",,,,,"7.5 %",,,,"Free","6.5 %","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",51713,"Free","35%"
"9986.00.00","04/01/21 00:00:00",0,,"Religious statues, statuettes, medals, crosses, figures, plaques or ancestral shrines, and communion sets, oil stocks, crosiers, benitiers, sprinklers, incensers, incense boats, baptismal shells or fonts, scapulars, chapelets, rosaries, Scroll sets, Chanuka candlesticks, Kiddush sets, Mezuzah boxes, Havdalah sets or Seder plates; 
Parts of all the foregoing.",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",51714,"Free","35%"
"9987.00.00","02/02/23 00:00:00",0,,"The following handicraft goods, originating in a country entitled to the benefits of the General Preferential Tariff, having forms or representing any national, territorial or religious symbols of the 
geographical region where produced, having acquired their essential 
characteristics by the handiwork of individual craftspeople using tools 
held by hand or tools not powered by machines other than those 
powered by hand or foot, being non-utilitarian and not copies or 
imitations of handicraft goods of any country other than the country in 
which they originate, and not produced in large quantities by 
sophisticated tools or by moulding:
Puppets, musical instruments (other than guitars, viols, 
harpsichords or copies of antique instruments), gourds and 
calabashes, incense burners, retablos, fans, screens, lacquer ware, 
hand-carved picture frames, hand-carved figurines of animals, and 
religious symbols and statuettes, composed wholly or in chief part 
by value of wood, if not more than their primary shape is attained by 
mechanically powered tools or machines;
Ornaments, mirrors and figurines, composed wholly or in chief part 
by value of bread dough;
Hookahs, nargiles, candelabra and incense burners, composed wholly or in chief part by value of clay;
Figurines, fans, hats, musical instruments, toys, sitkas, 
greeting cards and wall hangings, composed wholly or in chief part 
by weight of vegetable fibres or vegetable materials other than linen, 
cotton or corn husks;
Figurines, masks, baskets and artistic cut-outs, composed 
wholly or in chief part by value of paper or papier maché;
Puppets, bellows, pouffes, bottle cases, and wine or water 
bottles and jugs, composed wholly or in chief part by value of hide 
or of leather that has not been finished beyond tanning other than by 
individual craftspeople;
Figurines, costume jewellery, beads, belts, hair pins, 
buttons, lamp bases and key holders, composed wholly or in chief 
part by value of coconut shell;
Musical instruments, chimes, combs, fans, costume 
jewellery, beads, belts, hair pins, wall and table decorations, buttons, 
lamp bases and key holders, composed wholly or in chief part by 
value of mother of pearl, horn, shell including tortoiseshell, or 
coral;
Hookahs, nargiles, musical instruments, bells, gongs, 
incense burners, masks, adzes, mattocks, finger and keyhole plates, 
door handles and locks, hinges and latches, samovars, kukris and 
machetes, composed wholly or in chief part by value of base metals, 
if not more than their primary shape is attained by mechanically 
powered tools or machines;
Bracelets, nargiles and hookahs, composed wholly or in 
chief part by value of glass;
Fabrics decorated with crewel embroidery, hand-woven 
semi-finished wall hangings on back strap looms, reverse hand-sewn appliqué wall hangings, and dhurries, composed wholly or in chief 
part by weight of wool or cotton;
Lanterns, composed wholly or in chief part by value of 
stone.
Under this Act, the Governor in Council may amend the list of 
goods in this tariff item.
Goods may be classified under this tariff item on production of a 
certificate in duplicate in the prescribed form with the information 
required to be provided with the form, and signed by a 
representative of the government of the country of origin or any 
other authorized person in the country of origin recognized by the 
Minister of National Revenue as competent for that purpose.",,,,,"N/A",,,,"Free","Free",,,,,,,,,,,,,,,,,,51715,,"35%"
"9988.00.00","04/01/21 00:00:00",0,,"Apparatus, utensils, instruments and parts thereof, other than goods of Chapter 70, when to be employed:
(a) directly in teaching or research by
(i) any elementary or secondary school, school for disabled persons, university, community college or seminary of learning in Canada,
(ii) any educational or research organization named in Schedule II to the Financial Administration Act or any similar educational or research organization established by or under the authority of a provincial government,
(iii) any non-governmental organization incorporated or established in Canada solely for educational purposes or solely for the purpose of carrying out research designed to benefit the public at large, if carrying out its objectives without pecuniary return to its members or shareholders other than as salaries or fees for duties performed or as reimbursement of expenses incurred, or 
(iv) any school, either separately incorporated in Canada or, if not incorporated, not related in any manner to non-qualifying organizations, solely established to offer instruction intended to provide individuals with the skills required for a trade or other gainful occupation or to increase skills or proficiency therein; or
(b) in the conservation, restoration, exhibition, circulation or study of artifacts, specimens, records, works of art or library collections by libraries, art galleries, archives, historical houses or sites, zoological gardens, planetaria, botanical gardens, aquaria, nature centres or other museums, if offering their services to the public generally and if carrying out their objectives without pecuniary return to their members or shareholders other than as salaries or fees for duties performed or as reimbursement of expenses incurred; and Microfilms, filmstrips, slides, cinematographic films, maps, charts, pictures, designs, photographs, video tape recordings and sound recordings, when for use by the above described organizations or by organizations incorporated or established in Canada solely for religious purposes.",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",51716,"Free","35%"
"9989.00.00","04/01/21 00:00:00",0,,"Articles (other than antiques of an age exceeding 100 years, spirits or wines) produced more than 50 years prior to the date of accounting.",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",51717,"Free","35%"
"9990.00.00","04/01/21 00:00:00",0,,"Commercial samples imported from one of the countries listed below, regardless of the country of origin or tariff treatment, solely for the solicitation of orders for goods or services provided from a country other than Canada, and 
(i) having a value, individually or in the aggregate as shipped, of not more than one United States dollar or the equivalent amount in Canadian currency or the currency of the country from which it was imported, or
(ii) that are so marked, torn, perforated or otherwise treated that they are unsuitable for sale or for use except as commercial samples,
on condition that any person authorized to account for the commercial samples in accordance with the Customs Act shall submit: 
(a) an invoice, bill of lading or written statement from the foreign supplier of the samples indicating their value; and 
(b) any documentation establishing that the importer is a representative of the foreign supplier, or is acting on behalf of such a representative.

Countries:

Chile
Colombia
Costa Rica
CPTPP Country
Honduras
Korea
Mexico
Peru
Panama
United States",,,,,"N/A",,,,,,"Free","Free",,"Free","Free",,,,"Free","Free",,"Free","Free","Free",,"Free",,51718,,"35%"
"9991.00.00","04/01/21 00:00:00",0,,"Samples representative of a particular category of goods that have been produced or an article for which production is contemplated, including any package, case, binder or other article attached to or imported as an integral part of the samples, on condition that
(a) the aggregate of duties and all taxes otherwise payable on the samples does not exceed two dollars;
(b) the samples will be used only in soliciting orders for goods of the kind represented by the samples and these goods will be supplied direct from abroad;
and
(c) there is not more than one sample of each kind or quality in a shipment except that in the case of foodstuffs, non-alcoholic beverages, perfumes and chemical products that will be consumed or destroyed during demonstration, a shipment may consist of more than one sample of each kind or quality when the quantity and the manner in which they are packaged preclude their being used otherwise than as samples.
If it is necessary, according to a customs officer, the samples may be made useless as merchandise by marking, tearing, perforating, gluing or other alteration, but not in such a manner as to destroy their usefulness as samples.",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",51719,"Free","35%"
"9992.00.00","04/01/21 00:00:00",0,,"Goods, regardless of the country of origin or tariff treatment, other than the goods of tariff item No. 9971.00.00, returned to Canada after having been exported to one of the countries listed below for repair or alteration in that country.Countries:ChileColombiaCosta RicaCPTPP Country
CUKTCA beneficiaryHondurasan EU Country or other CETA beneficiaryIsrael or another CIFTA beneficiaryJordanKoreaMexicoPanamaUnited States
",,,,,"N/A",,,,,,"Free","Free","Free","Free","Free",,,,"Free","Free","Free","Free","Free","Free","Free","Free","Free",51720,,"35%"
"9993.00.00","04/01/21 00:00:00",0,,"Goods, not including conveyances, containers or baggage of tariff item No. 9801.10.10, 9801.10.20, 9801.10.30 or 9801.20.00, or of Chapter 89 (except when imported for the purpose of repair, overhaul, alteration, adjustment, storage, display at an exhibition of similar manufacturers, racing, testing, certification by an accredited organization, or to be employed in the production of films or commercials, or in response to an emergency or emergency response training exercise, or for in-transit movement through Canada, or as a commercial sample, or when imported by non-resident teams or athletes, or their support personnel, for their use in professional or organized amateur sports activities, or when imported by non-residents for their use in providing live entertainment such as aquatic displays), when imported on a temporary basis, on condition that 
(a) the goods are not sold or further manufactured or processed in Canada;
(a.1) the goods are not leased except where imported for use
(i) in an emergency or emergency response training exercise,
(ii) on loan pending delivery of new machinery or equipment on order, or
(iii) as temporary replacements for machines or other equipment previously accounted for and undergoing repairs;
(b) the use of the goods is specified by the importer at the time of reporting of the goods under the Customs Act, that use is not limited or restricted by regulation, and the goods are released for that specified use;
(c) the goods are imported in no greater quantity than is reasonable, in the view of the Minister of Public Safety and Emergency Preparedness or
a designated customs officer, for the use specified under paragraph (b);
(d) the goods are accompanied, in prescribed circumstances, by prescribed documents and by security of a nature and in an amount satisfactory to the Minister of Public Safety and Emergency Preparedness or a designated customs officer, unless otherwise provided by regulation;
(e) the goods are not diverted to a use that is limited or restricted by regulation, or to a use that would preclude the goods from being classified under this tariff item; and,
(f) within eighteen months of the date of the reporting of the goods under the Customs Act or within any other period prescribed for those goods, the goods are:  
(i) exported from Canada and evidence, satisfactory to the Minister of Public Safety and Emergency Preparedness or a designated customs officer, of the exportation is provided to the Minister of Public Safety and Emergency Preparedness or the designated customs officer,
(ii) destroyed and the destruction is certified by a customs officer or by another person designated by the Minister of Public Safety and Emergency Preparedness, or 
(iii) consumed or expended under prescribed circumstances.

The following definitions apply to this tariff item.

""accredited organization"" means an organization accredited by the Standards Council of Canada to certify that goods tested or examined by that organization meet the standards set by the Council in respect of those goods.

""emergency"" means an urgent and critical situation of a temporary nature that
(a) is of such proportions or nature as to exceed the capacity or authority of a province or municipality to deal with it;
(b) is caused by an actual or imminent
(i) fire, flood, drought, storm, earthquake, or other natural phenomenon,
(ii) disease in human beings, animals or plants,
(iii) accident or pollution, or
(iv) act of sabotage or terrorism; and
(c) results or may result in
(i) danger to the lives, health or safety of individuals,
(ii) danger to property,
(iii) social disruption, or
(iv) a breakdown in the flow of essential goods, services or resources.

""emergency response training exercise"" means an activity intended to educate or provide training related to emergency preparedness.

""exhibition"" means a display of goods open to the general public.",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",51721,"Free","35%"
"9994.00.00","04/01/21 00:00:00",0,,"Articles of heading 39.18, 39.20, 39.21, 39.25, 39.26, 40.08, 40.16, 44.21, 46.01, 48.14, 48.21, 51.11, 51.12, 52.08, 52.09, 52.10, 52.11, 52.12, 53.09, 53.10, 53.11, 54.01, 54.07, 54.08, 55.12, 55.13, 55.14, 55.15, 55.16, 56.03, 56.07, 57.02, 57.03, 57.05, 58.01, 58.02, 58.03, 58.04, 58.05, 58.06, 58.08, 58.09, 58.10, 58.11, 59.03, 59.04, 59.05, 59.06, 60.01, 60.02, 60.03, 60.04, 60.05, 60.06, 63.02, 63.07, 70.19, 73.15, 73.26 or 76.16, to be marked, torn, perforated or otherwise treated so as to be unsuitable for sale or for use except as commercial samples, specified or provided by a customer at arm's length, for use in the manufacture of sample books, sample cards, sample chain sets, sample boards, sample boxes, sample displays and sample stack sets.",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",51722,"Free","35%"
"9995.00.00","04/01/21 00:00:00",0,,"Woven fabrics, whether or not embroidered, solely of single cotton yarns, measuring 70 decitex or more but not exceeding 150 decitex, having a sum of yarns per 10 cm in the warp and the weft of 790 or more, with an air permeability not exceeding 5.0 cm³/cm²-s-1 as determined by CAN/CGSB-4.2 No. 36-M89, for use in the manufacture of shells for duvets, featherbeds and pillows filled solely with ""commercial landfowl feather"", ""commercial waterfowl feather"", or ""commercial down"" or any combination thereof, as defined in the Textile Labelling and Advertising Regulations, or synthetic staple fibres of Chapter 55.

Shells, made of fabrics of Chapter 52,54, 55, 58 or 60, for use in the manufacture of duvets, featherbeds and pillows filled solely as described above.",,,,,"Free",,,,"Free",,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",51723,"Free","35%"
"9996.00.00","04/01/21 00:00:00",0,,"Woven fabrics, unbleached or bleached, solely of single cotton yarns, measuring 151 decitex or more but not exceeding 300 decitex, having a sum of yarns per 10 cm in the warp and the weft of 790 or more, with an air permeability not exceeding 5.0 cm³/cm²-s-1 as determined by CAN/CGSB-4.2 No. 36-M89, for use in the manufacture of shells for featherbeds and pillows filled solely with one of the following:

(a) ""commercial landfowl feather"" or ""commercial waterfowl feather"", or any combination of the two, as defined in the Textile Labelling and Advertising Regulations;
(b) 85% or more by weight of ""commercial waterfowl feather"" mixed solely with ""commercial down"", as defined in the Regulations;
(c) 85% or more by weight of ""commercial landfowl feather"" mixed solely with ""commercial down"", as defined in the Regulations; 
(d) 85% of more by weight of a combination of ""commercial waterfowl feather"" and ""commercial landfowl feather"" mixed solely with ""commercial down"", as defined in the Regulations; or
(e) synthetic staple fibres of Chapter 55.

Shells, made of fabrics of Chapter 52, 54, 55, 58 or 60, for use in the manufacture of featherbeds and pillows filled solely as described above.",,,,,"Free",,,,"Free",,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",51724,"Free","35%"
"4412.33","01/01/22 00:00:00",0,,"Other, with at least one outer ply of non-coniferous wood of the species alder (Alnus spp.), ash (Fraxinus spp.), beech (Fagus spp.), birch (Betula spp.), cherry (Prunus spp.), chestnut (Castanea spp.), elm (Ulmus spp.), eucalyptus (Eucalyptus spp.), hickory (Carya spp.), horse chestnut (Aesculus spp.), lime (Tilia spp.), maple (Acer spp.), oak (Quercus spp.), plane tree (Platanus spp.), poplar and aspen (Populus spp.), robinia (Robinia spp.), tulipwood (Liriodendron spp.) or walnut (Juglans spp.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,51728,,
"7315.81.00","04/01/21 00:00:00",0,,"Stud-link",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",53437,"Free","35%"
"7315.81.00.00","01/01/12 00:00:00",0,,"Stud-link",,,,"KGM","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",53438,"Free","35%"
"7315.82.00","04/01/21 00:00:00",0,,"Other, welded link",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",53439,"Free","35%"
"9706.10.00.90","03/01/23 00:00:00",0,,"Other",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",53691,"Free","Free"
"7319.40.10","04/01/21 00:00:00",0,,"Specially designed for marking systems",,,,,"Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",53486,"Free","35%"
"7319.40.10.00","01/01/12 00:00:00",0,,"Specially designed for marking systems",,,,"-  ","Free",,,"Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free","Free",53487,"Free","35%"
"7222.11.00.31","02/04/21 00:00:00",0,,"Of a diameter of 25 mm or more",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52551,,
"7222.11.00.32","02/04/21 00:00:00",0,,"Of a diameter of less than 25 mm",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52552,,
"7222.11.00.91","02/04/21 00:00:00",0,,"Of a diameter of 25 mm or more",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52553,,
"7222.11.00.92","02/04/21 00:00:00",0,,"Of a diameter of less than 25 mm",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52554,,
"7222.19.00.1","01/01/98 00:00:00",0,,"High nickel alloy steel:",,,,,,,,,,,,,,,,,,,,,,,,,,,,52556,,
"7222.19.00.11","01/01/98 00:00:00",0,,"Flat bars",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52557,,
"7222.19.00.19","01/01/12 00:00:00",0,,"Other",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52558,,
"7222.19.00.2","01/01/98 00:00:00",0,,"Other:",,,,,,,,,,,,,,,,,,,,,,,,,,,,52559,,
"7222.19.00.21","01/01/98 00:00:00",0,,"Flat bars",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52560,,
"7222.19.00.29","01/01/12 00:00:00",0,,"Other",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52561,,
"7222.20.00.20","02/04/21 00:00:00",0,,"Containing indentations, ribs, grooves or other deformations produced during the rolling process",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52566,,
"7222.20.00.31","02/04/21 00:00:00",0,,"Rounds, of a diameter of 25 mm or more",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52567,,
"7222.20.00.32","02/04/21 00:00:00",0,,"Rounds, of a diameter of less than 25 mm",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52568,,
"7222.20.00.39","02/04/21 00:00:00",0,,"Other",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52569,,
"7222.20.00.9","01/01/12 00:00:00",0,,"Other:",,,,,,,,,,,,,,,,,,,,,,,,,,,,52570,,
"8714.94","01/01/19 00:00:00",0,,"Brakes, including coaster braking hubs, and hub brakes, and parts thereof",,,,,,,,,,,,,,,,,,,,,,,,,,,,51730,,
"0403.20.29.10","01/01/22 00:00:00",0,,"Certified organic",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,51732,,
"0403.20.29.20","01/01/22 00:00:00",0,,"Not certified organic",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,51733,,
"0403.20.39.10","01/01/22 00:00:00",0,,"Certified organic",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,51734,,
"0403.20.39.20","01/01/22 00:00:00",0,,"Not certified organic",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,51735,,
"0704.10.39.10","01/01/22 00:00:00",0,,"Certified organic",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,51736,,
"0704.10.39.20","01/01/22 00:00:00",0,,"Not certified organic",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,51737,,
"0704.10.90.40","01/01/22 00:00:00",0,,"Not certified organic",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,51739,,
"0802.99.00.11","01/01/22 00:00:00",0,,"In shell",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,51740,,
"0802.99.00.12","01/01/22 00:00:00",0,,"Shelled",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,51741,,
"0802.99.00.90","01/01/22 00:00:00",0,,"Other",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,51742,,
"0802.99.00.1","01/01/22 00:00:00",0,,"Pecans:",,,,,,,,,,,,,,,,,,,,,,,,,,,,51743,,
"0709.54.90.00","01/01/22 00:00:00",0,,"Other",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,51773,,
"0709.55.10.00","01/01/22 00:00:00",0,,"For processing",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,51774,,
"0709.55.90.00","01/01/22 00:00:00",0,,"Other",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,51775,,
"0709.56.00.00","01/01/22 00:00:00",0,,"Truffles (Tuber spp.)",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,51776,,
"0712.34.10.00","01/01/22 00:00:00",0,,"For use in the manufacture of food products",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,51777,,
"7222.20.00.91","02/04/21 00:00:00",0,,"Rounds, of a diameter of 25 mm or more",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52571,,
"7222.20.00.92","02/04/21 00:00:00",0,,"Rounds, of a diameter of less than 25 mm",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52572,,
"7222.20.00.93","01/01/12 00:00:00",0,,"Flat bars",,,,"KGM",,,,,,,,,,,,,,,,,,,,,,,,52573,,
